scene_id,text,geometry,wall_color,floor_texture,object_type,object_side,door_side,place_id,heading_id,split,split_condition,template_id,text_length
scene_0225,You are in a square room with green walls and a wooden floor. There is a chair on the south wall and a door on the north wall.,square,green,wooden,chair,south,north,green-wooden-chair-south,square-north,train,seen_combination,1,126
scene_0226,You are in a circular room with green walls and a tiled floor. There is a chair on the south wall and a door on the north wall.,circular,green,tiled,chair,south,north,green-tiled-chair-south,circular-north,train,seen_combination,1,127
scene_0227,"This is a circular chamber. The walls are red and the floor is tiled. A table is positioned on the south side, and you can see a door on the west side.",circular,red,tiled,table,south,west,red-tiled-table-south,circular-west,train,seen_combination,2,151
scene_0228,"You find yourself in a circular space. blue walls surround you, and the floor beneath is wooden. A painting sits on the west wall, while the exit door is on the east wall.",circular,blue,wooden,painting,west,east,blue-wooden-painting-west,circular-east,train,seen_combination,4,171
scene_0229,You are in a square room with green walls and a carpeted floor. There is a chair on the south wall and a door on the east wall.,square,green,carpeted,chair,south,east,green-carpeted-chair-south,square-east,train,seen_combination,1,127
scene_0230,You are in a square room with blue walls and a tiled floor. There is a chair on the east wall and a door on the west wall.,square,blue,tiled,chair,east,west,blue-tiled-chair-east,square-west,train,seen_combination,1,122
scene_0231,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A lamp sits on the east wall, while the exit door is on the south wall.",square,green,carpeted,lamp,east,south,green-carpeted-lamp-east,square-south,train,seen_combination,4,169
scene_0232,You are in a rectangular room with green walls and a wooden floor. There is a chair on the east wall and a door on the north wall.,rectangular,green,wooden,chair,east,north,green-wooden-chair-east,rectangular-north,train,seen_combination,1,130
scene_0233,"This is a circular chamber. The walls are yellow and the floor is tiled. A lamp is positioned on the west side, and you can see a door on the east side.",circular,yellow,tiled,lamp,west,east,yellow-tiled-lamp-west,circular-east,train,seen_combination,2,152
scene_0234,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A painting sits on the south wall, while the exit door is on the north wall.",square,green,carpeted,painting,south,north,green-carpeted-painting-south,square-north,train,seen_combination,4,174
scene_0235,"This is a circular chamber. The walls are blue and the floor is tiled. A lamp is positioned on the south side, and you can see a door on the north side.",circular,blue,tiled,lamp,south,north,blue-tiled-lamp-south,circular-north,train,seen_combination,2,152
scene_0236,The square room has blue walls with a tiled floor. On the east wall is a table. The door is located on the south wall.,square,blue,tiled,table,east,south,blue-tiled-table-east,square-south,train,seen_combination,3,118
scene_0237,The circular room has yellow walls with a tiled floor. On the north wall is a chair. The door is located on the west wall.,circular,yellow,tiled,chair,north,west,yellow-tiled-chair-north,circular-west,train,seen_combination,3,122
scene_0238,The circular room has blue walls with a tiled floor. On the west wall is a lamp. The door is located on the south wall.,circular,blue,tiled,lamp,west,south,blue-tiled-lamp-west,circular-south,train,seen_combination,3,119
scene_0239,The circular room has red walls with a tiled floor. On the south wall is a lamp. The door is located on the east wall.,circular,red,tiled,lamp,south,east,red-tiled-lamp-south,circular-east,train,seen_combination,3,118
scene_0240,"You find yourself in a circular space. yellow walls surround you, and the floor beneath is wooden. A lamp sits on the east wall, while the exit door is on the west wall.",circular,yellow,wooden,lamp,east,west,yellow-wooden-lamp-east,circular-west,train,seen_combination,4,169
scene_0241,The square room has green walls with a wooden floor. On the west wall is a lamp. The door is located on the east wall.,square,green,wooden,lamp,west,east,green-wooden-lamp-west,square-east,train,seen_combination,3,118
scene_0242,The rectangular room has green walls with a tiled floor. On the south wall is a chair. The door is located on the north wall.,rectangular,green,tiled,chair,south,north,green-tiled-chair-south,rectangular-north,train,seen_combination,3,125
scene_0243,You are in a square room with blue walls and a wooden floor. There is a table on the south wall and a door on the north wall.,square,blue,wooden,table,south,north,blue-wooden-table-south,square-north,train,seen_combination,1,125
scene_0244,"This is a square chamber. The walls are yellow and the floor is wooden. A lamp is positioned on the east side, and you can see a door on the west side.",square,yellow,wooden,lamp,east,west,yellow-wooden-lamp-east,square-west,train,seen_combination,2,151
scene_0245,"This is a circular chamber. The walls are yellow and the floor is wooden. A table is positioned on the south side, and you can see a door on the west side.",circular,yellow,wooden,table,south,west,yellow-wooden-table-south,circular-west,train,seen_combination,2,155
scene_0246,"This is a square chamber. The walls are blue and the floor is wooden. A painting is positioned on the east side, and you can see a door on the west side.",square,blue,wooden,painting,east,west,blue-wooden-painting-east,square-west,train,seen_combination,2,153
scene_0247,"This is a square chamber. The walls are blue and the floor is carpeted. A chair is positioned on the west side, and you can see a door on the north side.",square,blue,carpeted,chair,west,north,blue-carpeted-chair-west,square-north,train,seen_combination,2,153
scene_0248,"You find yourself in a square space. yellow walls surround you, and the floor beneath is tiled. A table sits on the east wall, while the exit door is on the west wall.",square,yellow,tiled,table,east,west,yellow-tiled-table-east,square-west,train,seen_combination,4,167
scene_0249,"This is a square chamber. The walls are blue and the floor is tiled. A painting is positioned on the west side, and you can see a door on the north side.",square,blue,tiled,painting,west,north,blue-tiled-painting-west,square-north,train,seen_combination,2,153
scene_0250,You are in a circular room with red walls and a tiled floor. There is a lamp on the west wall and a door on the south wall.,circular,red,tiled,lamp,west,south,red-tiled-lamp-west,circular-south,train,seen_combination,1,123
scene_0251,"You find yourself in a circular space. blue walls surround you, and the floor beneath is tiled. A lamp sits on the south wall, while the exit door is on the east wall.",circular,blue,tiled,lamp,south,east,blue-tiled-lamp-south,circular-east,train,seen_combination,4,167
scene_0252,The circular room has red walls with a tiled floor. On the south wall is a lamp. The door is located on the east wall.,circular,red,tiled,lamp,south,east,red-tiled-lamp-south,circular-east,train,seen_combination,3,118
scene_0253,The rectangular room has green walls with a tiled floor. On the west wall is a lamp. The door is located on the east wall.,rectangular,green,tiled,lamp,west,east,green-tiled-lamp-west,rectangular-east,train,seen_combination,3,122
scene_0254,You are in a circular room with green walls and a tiled floor. There is a lamp on the east wall and a door on the north wall.,circular,green,tiled,lamp,east,north,green-tiled-lamp-east,circular-north,train,seen_combination,1,125
scene_0255,You are in a square room with green walls and a wooden floor. There is a chair on the south wall and a door on the north wall.,square,green,wooden,chair,south,north,green-wooden-chair-south,square-north,train,seen_combination,1,126
scene_0256,You are in a square room with yellow walls and a tiled floor. There is a table on the west wall and a door on the south wall.,square,yellow,tiled,table,west,south,yellow-tiled-table-west,square-south,train,seen_combination,1,125
scene_0257,"You find yourself in a circular space. blue walls surround you, and the floor beneath is wooden. A chair sits on the south wall, while the exit door is on the north wall.",circular,blue,wooden,chair,south,north,blue-wooden-chair-south,circular-north,train,seen_combination,4,170
scene_0258,You are in a circular room with blue walls and a tiled floor. There is a table on the east wall and a door on the north wall.,circular,blue,tiled,table,east,north,blue-tiled-table-east,circular-north,train,seen_combination,1,125
scene_0259,"You find yourself in a circular space. green walls surround you, and the floor beneath is tiled. A painting sits on the north wall, while the exit door is on the south wall.",circular,green,tiled,painting,north,south,green-tiled-painting-north,circular-south,train,seen_combination,4,173
scene_0260,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is carpeted. A table sits on the south wall, while the exit door is on the east wall.",rectangular,green,carpeted,table,south,east,green-carpeted-table-south,rectangular-east,train,seen_combination,4,175
scene_0261,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is carpeted. A chair sits on the south wall, while the exit door is on the west wall.",rectangular,green,carpeted,chair,south,west,green-carpeted-chair-south,rectangular-west,train,seen_combination,4,175
scene_0262,You are in a circular room with red walls and a carpeted floor. There is a lamp on the east wall and a door on the north wall.,circular,red,carpeted,lamp,east,north,red-carpeted-lamp-east,circular-north,train,seen_combination,1,126
scene_0263,The circular room has yellow walls with a tiled floor. On the west wall is a lamp. The door is located on the south wall.,circular,yellow,tiled,lamp,west,south,yellow-tiled-lamp-west,circular-south,train,seen_combination,3,121
scene_0264,You are in a rectangular room with green walls and a tiled floor. There is a lamp on the east wall and a door on the north wall.,rectangular,green,tiled,lamp,east,north,green-tiled-lamp-east,rectangular-north,train,seen_combination,1,128
scene_0265,The square room has green walls with a wooden floor. On the east wall is a lamp. The door is located on the west wall.,square,green,wooden,lamp,east,west,green-wooden-lamp-east,square-west,train,seen_combination,3,118
scene_0266,"This is a circular chamber. The walls are red and the floor is carpeted. A painting is positioned on the west side, and you can see a door on the east side.",circular,red,carpeted,painting,west,east,red-carpeted-painting-west,circular-east,train,seen_combination,2,156
scene_0267,"This is a circular chamber. The walls are red and the floor is wooden. A painting is positioned on the north side, and you can see a door on the east side.",circular,red,wooden,painting,north,east,red-wooden-painting-north,circular-east,train,seen_combination,2,155
scene_0268,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is wooden. A lamp sits on the east wall, while the exit door is on the south wall.",rectangular,green,wooden,lamp,east,south,green-wooden-lamp-east,rectangular-south,train,seen_combination,4,172
scene_0269,The square room has blue walls with a tiled floor. On the south wall is a lamp. The door is located on the east wall.,square,blue,tiled,lamp,south,east,blue-tiled-lamp-south,square-east,train,seen_combination,3,117
scene_0270,The rectangular room has green walls with a carpeted floor. On the east wall is a chair. The door is located on the north wall.,rectangular,green,carpeted,chair,east,north,green-carpeted-chair-east,rectangular-north,train,seen_combination,3,127
scene_0271,"This is a circular chamber. The walls are yellow and the floor is tiled. A painting is positioned on the west side, and you can see a door on the south side.",circular,yellow,tiled,painting,west,south,yellow-tiled-painting-west,circular-south,train,seen_combination,2,157
scene_0272,The square room has blue walls with a carpeted floor. On the east wall is a painting. The door is located on the west wall.,square,blue,carpeted,painting,east,west,blue-carpeted-painting-east,square-west,train,seen_combination,3,123
scene_0273,"This is a circular chamber. The walls are blue and the floor is carpeted. A painting is positioned on the north side, and you can see a door on the east side.",circular,blue,carpeted,painting,north,east,blue-carpeted-painting-north,circular-east,train,seen_combination,2,158
scene_0274,The square room has yellow walls with a tiled floor. On the north wall is a lamp. The door is located on the east wall.,square,yellow,tiled,lamp,north,east,yellow-tiled-lamp-north,square-east,train,seen_combination,3,119
scene_0275,"You find yourself in a square space. yellow walls surround you, and the floor beneath is tiled. A painting sits on the south wall, while the exit door is on the west wall.",square,yellow,tiled,painting,south,west,yellow-tiled-painting-south,square-west,train,seen_combination,4,171
scene_0276,"You find yourself in a square space. green walls surround you, and the floor beneath is tiled. A lamp sits on the east wall, while the exit door is on the west wall.",square,green,tiled,lamp,east,west,green-tiled-lamp-east,square-west,train,seen_combination,4,165
scene_0277,"You find yourself in a square space. yellow walls surround you, and the floor beneath is carpeted. A lamp sits on the north wall, while the exit door is on the west wall.",square,yellow,carpeted,lamp,north,west,yellow-carpeted-lamp-north,square-west,train,seen_combination,4,170
scene_0278,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A table sits on the north wall, while the exit door is on the south wall.",square,green,carpeted,table,north,south,green-carpeted-table-north,square-south,train,seen_combination,4,171
scene_0279,The rectangular room has green walls with a wooden floor. On the south wall is a lamp. The door is located on the west wall.,rectangular,green,wooden,lamp,south,west,green-wooden-lamp-south,rectangular-west,train,seen_combination,3,124
scene_0280,"You find yourself in a square space. green walls surround you, and the floor beneath is tiled. A lamp sits on the south wall, while the exit door is on the west wall.",square,green,tiled,lamp,south,west,green-tiled-lamp-south,square-west,train,seen_combination,4,166
scene_0281,"This is a square chamber. The walls are green and the floor is tiled. A painting is positioned on the north side, and you can see a door on the west side.",square,green,tiled,painting,north,west,green-tiled-painting-north,square-west,train,seen_combination,2,154
scene_0282,You are in a square room with green walls and a tiled floor. There is a chair on the east wall and a door on the north wall.,square,green,tiled,chair,east,north,green-tiled-chair-east,square-north,train,seen_combination,1,124
scene_0283,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is carpeted. A table sits on the west wall, while the exit door is on the east wall.",rectangular,green,carpeted,table,west,east,green-carpeted-table-west,rectangular-east,train,seen_combination,4,174
scene_0284,The circular room has blue walls with a tiled floor. On the west wall is a chair. The door is located on the north wall.,circular,blue,tiled,chair,west,north,blue-tiled-chair-west,circular-north,train,seen_combination,3,120
scene_0285,"You find yourself in a square space. blue walls surround you, and the floor beneath is wooden. A lamp sits on the south wall, while the exit door is on the north wall.",square,blue,wooden,lamp,south,north,blue-wooden-lamp-south,square-north,train,seen_combination,4,167
scene_0286,The circular room has red walls with a carpeted floor. On the north wall is a painting. The door is located on the west wall.,circular,red,carpeted,painting,north,west,red-carpeted-painting-north,circular-west,train,seen_combination,3,125
scene_0287,"This is a square chamber. The walls are green and the floor is carpeted. A lamp is positioned on the east side, and you can see a door on the south side.",square,green,carpeted,lamp,east,south,green-carpeted-lamp-east,square-south,train,seen_combination,2,153
scene_0288,"This is a circular chamber. The walls are red and the floor is tiled. A table is positioned on the north side, and you can see a door on the south side.",circular,red,tiled,table,north,south,red-tiled-table-north,circular-south,train,seen_combination,2,152
scene_0289,The circular room has green walls with a tiled floor. On the east wall is a lamp. The door is located on the west wall.,circular,green,tiled,lamp,east,west,green-tiled-lamp-east,circular-west,train,seen_combination,3,119
scene_0290,The square room has blue walls with a carpeted floor. On the north wall is a table. The door is located on the south wall.,square,blue,carpeted,table,north,south,blue-carpeted-table-north,square-south,train,seen_combination,3,122
scene_0291,You are in a circular room with yellow walls and a carpeted floor. There is a painting on the west wall and a door on the south wall.,circular,yellow,carpeted,painting,west,south,yellow-carpeted-painting-west,circular-south,train,seen_combination,1,133
scene_0292,The circular room has red walls with a tiled floor. On the west wall is a lamp. The door is located on the south wall.,circular,red,tiled,lamp,west,south,red-tiled-lamp-west,circular-south,train,seen_combination,3,118
scene_0293,You are in a circular room with red walls and a carpeted floor. There is a table on the south wall and a door on the east wall.,circular,red,carpeted,table,south,east,red-carpeted-table-south,circular-east,train,seen_combination,1,127
scene_0294,"This is a circular chamber. The walls are blue and the floor is carpeted. A table is positioned on the east side, and you can see a door on the north side.",circular,blue,carpeted,table,east,north,blue-carpeted-table-east,circular-north,train,seen_combination,2,155
scene_0295,The square room has green walls with a carpeted floor. On the east wall is a table. The door is located on the west wall.,square,green,carpeted,table,east,west,green-carpeted-table-east,square-west,train,seen_combination,3,121
scene_0296,The circular room has blue walls with a tiled floor. On the east wall is a table. The door is located on the north wall.,circular,blue,tiled,table,east,north,blue-tiled-table-east,circular-north,train,seen_combination,3,120
scene_0297,The circular room has blue walls with a carpeted floor. On the south wall is a table. The door is located on the north wall.,circular,blue,carpeted,table,south,north,blue-carpeted-table-south,circular-north,train,seen_combination,3,124
scene_0298,The rectangular room has green walls with a wooden floor. On the north wall is a lamp. The door is located on the west wall.,rectangular,green,wooden,lamp,north,west,green-wooden-lamp-north,rectangular-west,train,seen_combination,3,124
scene_0299,The circular room has green walls with a carpeted floor. On the north wall is a painting. The door is located on the east wall.,circular,green,carpeted,painting,north,east,green-carpeted-painting-north,circular-east,train,seen_combination,3,127
scene_0300,"You find yourself in a square space. yellow walls surround you, and the floor beneath is tiled. A table sits on the west wall, while the exit door is on the south wall.",square,yellow,tiled,table,west,south,yellow-tiled-table-west,square-south,train,seen_combination,4,168
scene_0301,"You find yourself in a circular space. blue walls surround you, and the floor beneath is carpeted. A lamp sits on the south wall, while the exit door is on the east wall.",circular,blue,carpeted,lamp,south,east,blue-carpeted-lamp-south,circular-east,train,seen_combination,4,170
scene_0302,"This is a square chamber. The walls are blue and the floor is tiled. A table is positioned on the east side, and you can see a door on the west side.",square,blue,tiled,table,east,west,blue-tiled-table-east,square-west,train,seen_combination,2,149
scene_0303,"This is a square chamber. The walls are green and the floor is carpeted. A chair is positioned on the east side, and you can see a door on the south side.",square,green,carpeted,chair,east,south,green-carpeted-chair-east,square-south,train,seen_combination,2,154
scene_0304,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A lamp sits on the east wall, while the exit door is on the north wall.",square,green,carpeted,lamp,east,north,green-carpeted-lamp-east,square-north,train,seen_combination,4,169
scene_0305,You are in a circular room with blue walls and a tiled floor. There is a painting on the south wall and a door on the north wall.,circular,blue,tiled,painting,south,north,blue-tiled-painting-south,circular-north,train,seen_combination,1,129
scene_0306,"This is a rectangular chamber. The walls are green and the floor is tiled. A painting is positioned on the west side, and you can see a door on the north side.",rectangular,green,tiled,painting,west,north,green-tiled-painting-west,rectangular-north,train,seen_combination,2,159
scene_0307,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A chair sits on the south wall, while the exit door is on the north wall.",square,green,carpeted,chair,south,north,green-carpeted-chair-south,square-north,train,seen_combination,4,171
scene_0308,You are in a square room with blue walls and a tiled floor. There is a chair on the west wall and a door on the north wall.,square,blue,tiled,chair,west,north,blue-tiled-chair-west,square-north,train,seen_combination,1,123
scene_0309,The circular room has yellow walls with a carpeted floor. On the south wall is a painting. The door is located on the north wall.,circular,yellow,carpeted,painting,south,north,yellow-carpeted-painting-south,circular-north,train,seen_combination,3,129
scene_0310,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is wooden. A chair sits on the west wall, while the exit door is on the east wall.",rectangular,green,wooden,chair,west,east,green-wooden-chair-west,rectangular-east,train,seen_combination,4,172
scene_0311,"This is a square chamber. The walls are yellow and the floor is carpeted. A lamp is positioned on the north side, and you can see a door on the east side.",square,yellow,carpeted,lamp,north,east,yellow-carpeted-lamp-north,square-east,train,seen_combination,2,154
scene_0312,You are in a square room with yellow walls and a carpeted floor. There is a chair on the west wall and a door on the south wall.,square,yellow,carpeted,chair,west,south,yellow-carpeted-chair-west,square-south,train,seen_combination,1,128
scene_0313,The circular room has yellow walls with a wooden floor. On the east wall is a table. The door is located on the west wall.,circular,yellow,wooden,table,east,west,yellow-wooden-table-east,circular-west,train,seen_combination,3,122
scene_0314,You are in a circular room with blue walls and a tiled floor. There is a painting on the east wall and a door on the west wall.,circular,blue,tiled,painting,east,west,blue-tiled-painting-east,circular-west,train,seen_combination,1,127
scene_0315,The circular room has red walls with a wooden floor. On the east wall is a painting. The door is located on the south wall.,circular,red,wooden,painting,east,south,red-wooden-painting-east,circular-south,train,seen_combination,3,123
scene_0316,You are in a circular room with red walls and a wooden floor. There is a painting on the north wall and a door on the south wall.,circular,red,wooden,painting,north,south,red-wooden-painting-north,circular-south,train,seen_combination,1,129
scene_0317,"You find yourself in a circular space. red walls surround you, and the floor beneath is carpeted. A chair sits on the west wall, while the exit door is on the east wall.",circular,red,carpeted,chair,west,east,red-carpeted-chair-west,circular-east,train,seen_combination,4,169
scene_0318,The circular room has red walls with a carpeted floor. On the east wall is a table. The door is located on the west wall.,circular,red,carpeted,table,east,west,red-carpeted-table-east,circular-west,train,seen_combination,3,121
scene_0319,"You find yourself in a circular space. red walls surround you, and the floor beneath is tiled. A chair sits on the east wall, while the exit door is on the west wall.",circular,red,tiled,chair,east,west,red-tiled-chair-east,circular-west,train,seen_combination,4,166
scene_0320,You are in a square room with yellow walls and a tiled floor. There is a lamp on the east wall and a door on the south wall.,square,yellow,tiled,lamp,east,south,yellow-tiled-lamp-east,square-south,train,seen_combination,1,124
scene_0321,"You find yourself in a circular space. yellow walls surround you, and the floor beneath is carpeted. A chair sits on the north wall, while the exit door is on the west wall.",circular,yellow,carpeted,chair,north,west,yellow-carpeted-chair-north,circular-west,train,seen_combination,4,173
scene_0322,"You find yourself in a square space. yellow walls surround you, and the floor beneath is carpeted. A table sits on the north wall, while the exit door is on the west wall.",square,yellow,carpeted,table,north,west,yellow-carpeted-table-north,square-west,train,seen_combination,4,171
scene_0323,"This is a circular chamber. The walls are red and the floor is carpeted. A painting is positioned on the south side, and you can see a door on the west side.",circular,red,carpeted,painting,south,west,red-carpeted-painting-south,circular-west,train,seen_combination,2,157
scene_0324,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is carpeted. A lamp sits on the south wall, while the exit door is on the north wall.",rectangular,green,carpeted,lamp,south,north,green-carpeted-lamp-south,rectangular-north,train,seen_combination,4,175
scene_0325,"This is a square chamber. The walls are green and the floor is tiled. A table is positioned on the west side, and you can see a door on the east side.",square,green,tiled,table,west,east,green-tiled-table-west,square-east,train,seen_combination,2,150
scene_0326,"This is a circular chamber. The walls are yellow and the floor is carpeted. A painting is positioned on the north side, and you can see a door on the west side.",circular,yellow,carpeted,painting,north,west,yellow-carpeted-painting-north,circular-west,train,seen_combination,2,160
scene_0327,"You find yourself in a circular space. green walls surround you, and the floor beneath is carpeted. A chair sits on the west wall, while the exit door is on the east wall.",circular,green,carpeted,chair,west,east,green-carpeted-chair-west,circular-east,train,seen_combination,4,171
scene_0328,The square room has green walls with a wooden floor. On the east wall is a painting. The door is located on the west wall.,square,green,wooden,painting,east,west,green-wooden-painting-east,square-west,train,seen_combination,3,122
scene_0329,The square room has yellow walls with a carpeted floor. On the south wall is a painting. The door is located on the north wall.,square,yellow,carpeted,painting,south,north,yellow-carpeted-painting-south,square-north,train,seen_combination,3,127
scene_0330,"This is a square chamber. The walls are yellow and the floor is wooden. A chair is positioned on the east side, and you can see a door on the west side.",square,yellow,wooden,chair,east,west,yellow-wooden-chair-east,square-west,train,seen_combination,2,152
scene_0331,The square room has blue walls with a tiled floor. On the east wall is a painting. The door is located on the west wall.,square,blue,tiled,painting,east,west,blue-tiled-painting-east,square-west,train,seen_combination,3,120
scene_0332,"This is a square chamber. The walls are yellow and the floor is wooden. A painting is positioned on the west side, and you can see a door on the south side.",square,yellow,wooden,painting,west,south,yellow-wooden-painting-west,square-south,train,seen_combination,2,156
scene_0333,"You find yourself in a square space. yellow walls surround you, and the floor beneath is wooden. A chair sits on the north wall, while the exit door is on the east wall.",square,yellow,wooden,chair,north,east,yellow-wooden-chair-north,square-east,train,seen_combination,4,169
scene_0334,The square room has yellow walls with a carpeted floor. On the south wall is a painting. The door is located on the north wall.,square,yellow,carpeted,painting,south,north,yellow-carpeted-painting-south,square-north,train,seen_combination,3,127
scene_0335,You are in a square room with yellow walls and a wooden floor. There is a lamp on the south wall and a door on the north wall.,square,yellow,wooden,lamp,south,north,yellow-wooden-lamp-south,square-north,train,seen_combination,1,126
scene_0336,"You find yourself in a circular space. green walls surround you, and the floor beneath is carpeted. A table sits on the north wall, while the exit door is on the south wall.",circular,green,carpeted,table,north,south,green-carpeted-table-north,circular-south,train,seen_combination,4,173
scene_0337,"This is a square chamber. The walls are green and the floor is carpeted. A painting is positioned on the north side, and you can see a door on the west side.",square,green,carpeted,painting,north,west,green-carpeted-painting-north,square-west,train,seen_combination,2,157
scene_0338,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is carpeted. A table sits on the west wall, while the exit door is on the east wall.",rectangular,green,carpeted,table,west,east,green-carpeted-table-west,rectangular-east,train,seen_combination,4,174
scene_0339,The square room has blue walls with a carpeted floor. On the east wall is a table. The door is located on the south wall.,square,blue,carpeted,table,east,south,blue-carpeted-table-east,square-south,train,seen_combination,3,121
scene_0340,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is wooden. A table sits on the north wall, while the exit door is on the south wall.",rectangular,green,wooden,table,north,south,green-wooden-table-north,rectangular-south,train,seen_combination,4,174
scene_0341,The circular room has red walls with a wooden floor. On the west wall is a painting. The door is located on the north wall.,circular,red,wooden,painting,west,north,red-wooden-painting-west,circular-north,train,seen_combination,3,123
scene_0342,The rectangular room has green walls with a wooden floor. On the north wall is a chair. The door is located on the east wall.,rectangular,green,wooden,chair,north,east,green-wooden-chair-north,rectangular-east,train,seen_combination,3,125
scene_0343,"You find yourself in a square space. blue walls surround you, and the floor beneath is carpeted. A painting sits on the south wall, while the exit door is on the west wall.",square,blue,carpeted,painting,south,west,blue-carpeted-painting-south,square-west,train,seen_combination,4,172
scene_0344,"You find yourself in a square space. yellow walls surround you, and the floor beneath is wooden. A lamp sits on the east wall, while the exit door is on the north wall.",square,yellow,wooden,lamp,east,north,yellow-wooden-lamp-east,square-north,train,seen_combination,4,168
scene_0345,The square room has yellow walls with a carpeted floor. On the north wall is a table. The door is located on the west wall.,square,yellow,carpeted,table,north,west,yellow-carpeted-table-north,square-west,train,seen_combination,3,123
scene_0346,"You find yourself in a square space. yellow walls surround you, and the floor beneath is carpeted. A table sits on the south wall, while the exit door is on the west wall.",square,yellow,carpeted,table,south,west,yellow-carpeted-table-south,square-west,train,seen_combination,4,171
scene_0347,You are in a circular room with yellow walls and a carpeted floor. There is a chair on the north wall and a door on the east wall.,circular,yellow,carpeted,chair,north,east,yellow-carpeted-chair-north,circular-east,train,seen_combination,1,130
scene_0348,You are in a circular room with red walls and a wooden floor. There is a painting on the east wall and a door on the north wall.,circular,red,wooden,painting,east,north,red-wooden-painting-east,circular-north,train,seen_combination,1,128
scene_0349,The square room has yellow walls with a tiled floor. On the west wall is a table. The door is located on the south wall.,square,yellow,tiled,table,west,south,yellow-tiled-table-west,square-south,train,seen_combination,3,120
scene_0350,The square room has yellow walls with a carpeted floor. On the east wall is a lamp. The door is located on the west wall.,square,yellow,carpeted,lamp,east,west,yellow-carpeted-lamp-east,square-west,train,seen_combination,3,121
scene_0351,"This is a circular chamber. The walls are green and the floor is wooden. A lamp is positioned on the west side, and you can see a door on the south side.",circular,green,wooden,lamp,west,south,green-wooden-lamp-west,circular-south,train,seen_combination,2,153
scene_0352,The circular room has yellow walls with a carpeted floor. On the north wall is a chair. The door is located on the west wall.,circular,yellow,carpeted,chair,north,west,yellow-carpeted-chair-north,circular-west,train,seen_combination,3,125
scene_0353,"You find yourself in a square space. green walls surround you, and the floor beneath is carpeted. A table sits on the south wall, while the exit door is on the north wall.",square,green,carpeted,table,south,north,green-carpeted-table-south,square-north,train,seen_combination,4,171
scene_0354,"You find yourself in a circular space. red walls surround you, and the floor beneath is tiled. A chair sits on the west wall, while the exit door is on the east wall.",circular,red,tiled,chair,west,east,red-tiled-chair-west,circular-east,train,seen_combination,4,166
scene_0355,The circular room has green walls with a wooden floor. On the west wall is a lamp. The door is located on the east wall.,circular,green,wooden,lamp,west,east,green-wooden-lamp-west,circular-east,train,seen_combination,3,120
scene_0356,"This is a circular chamber. The walls are blue and the floor is carpeted. A lamp is positioned on the north side, and you can see a door on the west side.",circular,blue,carpeted,lamp,north,west,blue-carpeted-lamp-north,circular-west,train,seen_combination,2,154
scene_0357,"This is a circular chamber. The walls are red and the floor is wooden. A chair is positioned on the west side, and you can see a door on the north side.",circular,red,wooden,chair,west,north,red-wooden-chair-west,circular-north,train,seen_combination,2,152
scene_0358,"This is a square chamber. The walls are blue and the floor is wooden. A painting is positioned on the north side, and you can see a door on the east side.",square,blue,wooden,painting,north,east,blue-wooden-painting-north,square-east,train,seen_combination,2,154
scene_0359,The circular room has yellow walls with a tiled floor. On the west wall is a lamp. The door is located on the east wall.,circular,yellow,tiled,lamp,west,east,yellow-tiled-lamp-west,circular-east,train,seen_combination,3,120
scene_0360,"This is a rectangular chamber. The walls are green and the floor is tiled. A chair is positioned on the north side, and you can see a door on the west side.",rectangular,green,tiled,chair,north,west,green-tiled-chair-north,rectangular-west,train,seen_combination,2,156
scene_0361,You are in a circular room with blue walls and a wooden floor. There is a painting on the east wall and a door on the west wall.,circular,blue,wooden,painting,east,west,blue-wooden-painting-east,circular-west,train,seen_combination,1,128
scene_0362,"You find yourself in a rectangular space. green walls surround you, and the floor beneath is wooden. A painting sits on the north wall, while the exit door is on the east wall.",rectangular,green,wooden,painting,north,east,green-wooden-painting-north,rectangular-east,train,seen_combination,4,176
scene_0363,"You find yourself in a circular space. red walls surround you, and the floor beneath is wooden. A painting sits on the east wall, while the exit door is on the south wall.",circular,red,wooden,painting,east,south,red-wooden-painting-east,circular-south,train,seen_combination,4,171
scene_0364,The circular room has yellow walls with a tiled floor. On the south wall is a lamp. The door is located on the west wall.,circular,yellow,tiled,lamp,south,west,yellow-tiled-lamp-south,circular-west,train,seen_combination,3,121
scene_0365,"This is a circular chamber. The walls are blue and the floor is wooden. A painting is positioned on the south side, and you can see a door on the west side.",circular,blue,wooden,painting,south,west,blue-wooden-painting-south,circular-west,train,seen_combination,2,156
